job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Machine Learning Engineer,224663,USD,224663,EX,FL,United States,L,United States,50,"TensorFlow, Deep Learning, Computer Vision",Associate,19,Automotive,9.9,DeepTech Ventures
Data Scientist,63881,AUD,86239,EN,CT,Australia,L,Australia,0,"PyTorch, GCP, Computer Vision, AWS",Associate,0,Transportation,9.4,Digital Transformation LLC
Machine Learning Researcher,95307,USD,95307,SE,CT,South Korea,M,South Korea,0,"Hadoop, AWS, Scala, TensorFlow",Master,6,Energy,8.5,DeepTech Ventures
AI Software Engineer,102086,USD,102086,EN,PT,Norway,L,Norway,100,"Mathematics, Git, Java",PhD,0,Education,8.2,Autonomous Tech
Deep Learning Engineer,97103,AUD,131089,MI,PT,Australia,M,Australia,100,"Statistics, Tableau, Data Visualization",PhD,2,Technology,8.3,Future Systems
Data Scientist,174876,CHF,157388,SE,PT,Switzerland,M,Switzerland,100,"SQL, Spark, GCP, PyTorch, Azure",Bachelor,7,Retail,7.3,Autonomous Tech
Machine Learning Researcher,77585,EUR,65947,MI,FT,France,M,France,50,"GCP, Scala, Deep Learning",Associate,2,Gaming,5.5,Machine Intelligence Group
Robotics Engineer,83753,USD,83753,EN,PT,Denmark,M,Denmark,0,"Tableau, Spark, Python, MLOps",Master,0,Retail,5.8,Algorithmic Solutions
Deep Learning Engineer,191492,JPY,21064120,EX,FT,Japan,S,Japan,0,"Python, MLOps, Mathematics",Bachelor,11,Healthcare,7.3,TechCorp Inc
AI Consultant,71219,USD,71219,EN,FL,Israel,M,Israel,0,"PyTorch, SQL, TensorFlow, Scala, Python",PhD,0,Healthcare,9.4,TechCorp Inc
Computer Vision Engineer,143605,AUD,193867,SE,PT,Australia,L,Australia,50,"Git, TensorFlow, Computer Vision, MLOps, Deep Learning",Bachelor,9,Media,6.8,Digital Transformation LLC
Data Analyst,261388,USD,261388,EX,FL,Norway,L,Norway,100,"Tableau, Mathematics, Scala, Java, Computer Vision",Bachelor,11,Finance,10.0,DeepTech Ventures
Data Engineer,115250,GBP,86438,MI,FT,United Kingdom,L,United Kingdom,0,"Java, Tableau, PyTorch, Statistics, Azure",Bachelor,3,Retail,8.9,Algorithmic Solutions
AI Research Scientist,214259,USD,214259,EX,FT,Ireland,M,Ireland,0,"Tableau, Linux, PyTorch, Docker, Deep Learning",Associate,16,Education,6.8,Algorithmic Solutions
Machine Learning Researcher,50907,USD,50907,SE,FT,China,S,Poland,0,"Statistics, Scala, Deep Learning, NLP",Bachelor,6,Telecommunications,6.2,DataVision Ltd
NLP Engineer,157211,USD,157211,EX,CT,Israel,S,Israel,0,"Java, GCP, Computer Vision, Git, Hadoop",Master,11,Education,8.1,Machine Intelligence Group
ML Ops Engineer,110447,EUR,93880,MI,FT,Germany,M,Germany,50,"Java, Python, Git, SQL, Computer Vision",Bachelor,4,Gaming,6.9,Cognitive Computing
ML Ops Engineer,108700,SGD,141310,MI,CT,Singapore,L,Singapore,0,"Git, NLP, Kubernetes, Statistics",Bachelor,4,Education,8.3,Digital Transformation LLC
Head of AI,67170,EUR,57095,EN,CT,France,L,Australia,100,"AWS, R, SQL, Mathematics",Master,1,Finance,6.6,Machine Intelligence Group
Computer Vision Engineer,45079,USD,45079,SE,FL,China,S,China,0,"Data Visualization, Spark, Linux",Master,6,Energy,6.0,Advanced Robotics
AI Architect,97906,AUD,132173,MI,PT,Australia,S,Australia,100,"Linux, SQL, R, Computer Vision, Spark",Bachelor,3,Government,5.6,TechCorp Inc
Principal Data Scientist,88189,USD,88189,SE,PT,South Korea,S,South Korea,100,"Scala, Hadoop, Tableau, Git",Associate,8,Retail,7.3,Machine Intelligence Group
Robotics Engineer,103595,CAD,129494,MI,FT,Canada,M,Canada,0,"TensorFlow, Computer Vision, Python, MLOps",Associate,2,Consulting,6.9,Smart Analytics
Data Analyst,113624,USD,113624,SE,CT,Finland,S,Sweden,50,"SQL, GCP, Linux, Tableau, Hadoop",Bachelor,8,Technology,7.2,Smart Analytics
Autonomous Systems Engineer,134364,SGD,174673,SE,CT,Singapore,M,Singapore,100,"Mathematics, NLP, Docker, Tableau, Git",Master,8,Healthcare,7.7,Smart Analytics
AI Product Manager,143237,AUD,193370,EX,FT,Australia,S,Australia,100,"Docker, Python, Kubernetes",PhD,12,Real Estate,6.6,Predictive Systems
ML Ops Engineer,61187,CAD,76484,EN,FT,Canada,L,Canada,100,"TensorFlow, Computer Vision, SQL, Scala, Hadoop",Associate,0,Telecommunications,7.9,Machine Intelligence Group
Autonomous Systems Engineer,64608,USD,64608,EN,FT,South Korea,M,Colombia,50,"GCP, Python, Hadoop, TensorFlow",PhD,0,Government,8.1,Smart Analytics
Principal Data Scientist,311834,CHF,280651,EX,FT,Switzerland,L,Switzerland,0,"Kubernetes, Hadoop, Python, Data Visualization, Mathematics",Bachelor,14,Transportation,7.6,DataVision Ltd
Deep Learning Engineer,127894,USD,127894,MI,CT,Denmark,M,Denmark,50,"TensorFlow, Azure, GCP, Java",Master,4,Finance,8.3,Machine Intelligence Group
Data Scientist,75336,GBP,56502,EN,FL,United Kingdom,S,United Kingdom,0,"NLP, Java, MLOps, Kubernetes",Bachelor,0,Telecommunications,9.7,AI Innovations
Research Scientist,66416,USD,66416,EN,FL,Ireland,S,Ireland,50,"R, SQL, Linux, Mathematics",Associate,1,Telecommunications,8.4,AI Innovations
AI Architect,49315,USD,49315,EN,FT,Israel,S,Israel,50,"GCP, Git, Data Visualization, Tableau, MLOps",Bachelor,0,Government,6.7,Neural Networks Co
AI Architect,130837,EUR,111211,SE,FT,Germany,S,Germany,100,"Python, TensorFlow, Deep Learning, Scala, Computer Vision",Master,9,Automotive,7.6,DataVision Ltd
Head of AI,93179,CAD,116474,SE,PT,Canada,S,Canada,0,"Kubernetes, NLP, MLOps, Spark, Hadoop",Associate,5,Gaming,5.8,Future Systems
Machine Learning Researcher,88696,EUR,75392,EN,PT,Netherlands,L,Netherlands,50,"Java, Mathematics, GCP",Bachelor,1,Consulting,5.3,Smart Analytics
AI Specialist,125978,GBP,94484,SE,PT,United Kingdom,S,United Kingdom,100,"Azure, TensorFlow, Scala",Bachelor,8,Energy,9.5,Predictive Systems
Robotics Engineer,73015,EUR,62063,EN,CT,Netherlands,M,Netherlands,50,"Git, GCP, Tableau, MLOps",Bachelor,1,Gaming,5.7,Machine Intelligence Group
Data Analyst,89921,EUR,76433,MI,CT,Austria,S,Austria,100,"R, NLP, Python",Bachelor,2,Finance,5.3,Digital Transformation LLC
AI Specialist,145615,USD,145615,SE,FL,Denmark,S,Denmark,50,"Deep Learning, MLOps, PyTorch, Git, Statistics",Master,8,Automotive,5.3,Quantum Computing Inc
Machine Learning Researcher,72798,EUR,61878,EN,PT,France,L,France,0,"Deep Learning, SQL, Tableau, Python",PhD,1,Finance,8.1,Algorithmic Solutions
AI Architect,202771,EUR,172355,EX,FL,France,S,Estonia,0,"Linux, Spark, Computer Vision",Master,19,Gaming,8.1,Machine Intelligence Group
Computer Vision Engineer,101963,SGD,132552,MI,FL,Singapore,S,Singapore,50,"Data Visualization, Scala, Tableau, Java, Mathematics",PhD,2,Telecommunications,8.7,Cloud AI Solutions
Principal Data Scientist,131393,EUR,111684,SE,FL,Netherlands,L,Egypt,0,"Python, Data Visualization, TensorFlow",Associate,6,Gaming,7.3,Predictive Systems
Data Engineer,216001,USD,216001,SE,PT,Denmark,L,Philippines,100,"Java, GCP, Deep Learning, Docker, Spark",Associate,7,Education,7.9,Machine Intelligence Group
AI Research Scientist,165488,USD,165488,EX,FT,South Korea,S,Egypt,100,"Tableau, Computer Vision, Docker, Python",Associate,17,Finance,5.0,Smart Analytics
AI Consultant,279330,SGD,363129,EX,FT,Singapore,L,Nigeria,100,"PyTorch, Mathematics, Docker, Statistics, R",Associate,11,Media,5.4,Algorithmic Solutions
Head of AI,120176,EUR,102150,SE,CT,Austria,M,Austria,0,"Computer Vision, AWS, Data Visualization, Linux, R",PhD,9,Retail,8.9,Advanced Robotics
AI Architect,242800,EUR,206380,EX,FL,Netherlands,M,Netherlands,50,"Docker, Git, Data Visualization, MLOps",PhD,14,Finance,8.7,Algorithmic Solutions
Autonomous Systems Engineer,135978,AUD,183570,SE,FT,Australia,S,Romania,0,"Azure, GCP, Linux, Python",Associate,7,Gaming,9.8,Machine Intelligence Group
Computer Vision Engineer,233643,CHF,210279,SE,PT,Switzerland,L,Switzerland,100,"Linux, GCP, TensorFlow, Docker, Python",Master,6,Education,9.4,Neural Networks Co
AI Architect,63249,USD,63249,MI,FT,South Korea,M,South Korea,100,"Spark, Data Visualization, Kubernetes, Python, Docker",Associate,2,Education,6.0,TechCorp Inc
Data Engineer,89516,USD,89516,EX,PT,India,L,India,0,"Java, R, MLOps, Spark",Master,11,Real Estate,9.7,Algorithmic Solutions
Principal Data Scientist,176954,EUR,150411,EX,FT,France,M,Australia,50,"SQL, Python, MLOps",Master,15,Transportation,6.0,Cloud AI Solutions
Head of AI,55961,USD,55961,MI,PT,China,L,China,50,"Spark, Kubernetes, MLOps, Azure, Data Visualization",Associate,3,Education,8.7,Smart Analytics
Head of AI,132864,GBP,99648,SE,FT,United Kingdom,M,United Kingdom,100,"Scala, Python, Tableau",Bachelor,6,Finance,5.8,DataVision Ltd
Research Scientist,104418,AUD,140964,MI,CT,Australia,M,Austria,50,"R, Git, MLOps, Spark",Associate,4,Manufacturing,5.3,Algorithmic Solutions
Deep Learning Engineer,80490,AUD,108662,EN,FL,Australia,M,South Africa,0,"TensorFlow, Java, Git",Bachelor,0,Healthcare,9.8,Cognitive Computing
Head of AI,85744,USD,85744,MI,FT,Israel,L,Israel,50,"R, GCP, Mathematics",Bachelor,3,Automotive,7.8,DeepTech Ventures
Principal Data Scientist,101111,EUR,85944,SE,FL,Austria,S,Netherlands,100,"Docker, Mathematics, Tableau, Linux",Master,9,Education,8.8,Future Systems
Machine Learning Engineer,195573,CAD,244466,EX,FT,Canada,L,Canada,100,"Mathematics, GCP, Kubernetes",Master,18,Telecommunications,6.4,DataVision Ltd
Robotics Engineer,136148,AUD,183800,SE,FL,Australia,M,Indonesia,0,"Azure, Java, SQL, Python, Computer Vision",PhD,9,Retail,8.4,Quantum Computing Inc
AI Architect,108512,SGD,141066,MI,FT,Singapore,L,Denmark,50,"Computer Vision, Linux, Data Visualization, Java, Azure",Master,4,Government,9.3,Machine Intelligence Group
Data Engineer,216695,EUR,184191,EX,FL,Germany,S,Germany,0,"Java, Tableau, Python, Deep Learning",Master,16,Education,7.0,Digital Transformation LLC
NLP Engineer,169781,CHF,152803,SE,CT,Switzerland,S,Switzerland,50,"Python, Hadoop, Linux",PhD,5,Telecommunications,8.6,Cloud AI Solutions
Robotics Engineer,306082,CHF,275474,EX,PT,Switzerland,L,Switzerland,0,"Spark, AWS, Statistics",PhD,19,Telecommunications,8.5,AI Innovations
AI Research Scientist,82438,CHF,74194,EN,CT,Switzerland,S,Switzerland,0,"PyTorch, Java, MLOps",Associate,0,Finance,5.2,DataVision Ltd
NLP Engineer,57552,USD,57552,EN,FT,Ireland,M,India,0,"R, SQL, Deep Learning, PyTorch, Git",Associate,0,Finance,7.6,Predictive Systems
Head of AI,54111,CAD,67639,EN,CT,Canada,M,Canada,50,"Statistics, Spark, TensorFlow, Scala, GCP",PhD,1,Technology,9.3,TechCorp Inc
AI Product Manager,139157,EUR,118283,SE,PT,Germany,M,Germany,0,"Java, Azure, Python, MLOps",Bachelor,7,Media,9.7,Cognitive Computing
Deep Learning Engineer,84808,EUR,72087,MI,FT,Austria,M,Austria,100,"Git, Linux, Hadoop, GCP, Python",PhD,4,Telecommunications,5.7,TechCorp Inc
AI Software Engineer,141179,EUR,120002,SE,CT,Austria,M,Austria,100,"Java, Python, TensorFlow",Associate,7,Transportation,6.3,Advanced Robotics
Computer Vision Engineer,318090,USD,318090,EX,PT,United States,L,United States,0,"PyTorch, MLOps, Hadoop",Bachelor,14,Technology,6.0,DeepTech Ventures
Data Analyst,130980,EUR,111333,MI,CT,Netherlands,L,Netherlands,100,"PyTorch, TensorFlow, R, Linux",PhD,3,Healthcare,10.0,DataVision Ltd
Robotics Engineer,134292,USD,134292,EX,FT,Israel,S,Israel,0,"NLP, Git, Tableau, GCP",Bachelor,13,Government,8.4,Cognitive Computing
AI Architect,137679,AUD,185867,EX,PT,Australia,M,Australia,50,"R, Linux, Python, Deep Learning",Associate,11,Gaming,8.3,Autonomous Tech
AI Product Manager,179453,EUR,152535,EX,FT,France,M,France,0,"SQL, Tableau, Azure, Kubernetes, Python",Bachelor,12,Technology,8.9,Digital Transformation LLC
ML Ops Engineer,118618,USD,118618,SE,FL,Ireland,M,Ireland,50,"Python, Java, Git, Hadoop, Statistics",Associate,8,Healthcare,7.8,Advanced Robotics
Data Analyst,154250,USD,154250,SE,PT,Finland,L,Finland,0,"AWS, Mathematics, PyTorch, TensorFlow",Associate,7,Education,9.0,DataVision Ltd
Machine Learning Researcher,63563,USD,63563,MI,FT,South Korea,M,Romania,50,"Java, Data Visualization, SQL, MLOps, Python",PhD,4,Manufacturing,5.7,Predictive Systems
Head of AI,199854,GBP,149891,EX,FT,United Kingdom,S,United Kingdom,100,"NLP, Hadoop, Kubernetes, Docker",Master,18,Consulting,5.3,Smart Analytics
ML Ops Engineer,123361,EUR,104857,SE,FL,Germany,L,Germany,0,"NLP, Spark, Hadoop, Python",Master,6,Media,8.9,TechCorp Inc
AI Consultant,103643,USD,103643,SE,CT,Finland,S,Portugal,0,"Linux, Azure, Python",Master,6,Manufacturing,8.8,Cognitive Computing
Data Scientist,61632,USD,61632,MI,CT,South Korea,M,United Kingdom,0,"R, Git, Scala",Bachelor,4,Real Estate,6.5,DataVision Ltd
Data Engineer,64782,USD,64782,EN,CT,South Korea,M,South Korea,50,"GCP, Azure, Data Visualization, Git",Master,0,Automotive,8.1,AI Innovations
Machine Learning Engineer,160583,USD,160583,SE,FL,Norway,L,France,100,"Data Visualization, Spark, Kubernetes",Master,7,Healthcare,8.0,Advanced Robotics
NLP Engineer,259300,SGD,337090,EX,CT,Singapore,M,Singapore,100,"Spark, GCP, Azure, Python, Tableau",Master,16,Healthcare,5.3,DeepTech Ventures
AI Architect,99029,EUR,84175,MI,PT,Netherlands,M,Netherlands,100,"Hadoop, Azure, Python, TensorFlow, Git",Master,2,Healthcare,9.3,Future Systems
Principal Data Scientist,84037,USD,84037,EN,CT,Ireland,L,Ireland,100,"TensorFlow, PyTorch, SQL, Spark, Docker",Associate,1,Energy,6.6,Smart Analytics
Computer Vision Engineer,70093,USD,70093,MI,FT,South Korea,L,Egypt,0,"R, Azure, PyTorch",PhD,2,Consulting,9.4,Future Systems
Head of AI,133209,EUR,113228,SE,FT,Germany,M,Malaysia,0,"Hadoop, Python, Linux, TensorFlow, Java",PhD,9,Healthcare,6.7,Autonomous Tech
Head of AI,116248,USD,116248,SE,FL,Sweden,M,Sweden,100,"Python, TensorFlow, PyTorch",Associate,9,Transportation,5.7,AI Innovations
Machine Learning Researcher,62383,CAD,77979,EN,PT,Canada,M,Canada,100,"Data Visualization, Deep Learning, PyTorch, TensorFlow",Bachelor,0,Media,9.2,Quantum Computing Inc
AI Consultant,192600,CHF,173340,EX,CT,Switzerland,S,Switzerland,100,"Linux, MLOps, GCP, TensorFlow",Associate,12,Transportation,8.0,Neural Networks Co
Research Scientist,91590,CAD,114488,MI,PT,Canada,M,Canada,0,"Statistics, SQL, AWS, Mathematics, Azure",Associate,2,Telecommunications,7.2,Algorithmic Solutions
AI Consultant,102798,USD,102798,SE,FL,South Korea,L,South Korea,50,"Spark, SQL, Statistics",Bachelor,7,Real Estate,8.6,AI Innovations
AI Architect,103697,EUR,88142,MI,FT,Germany,M,Germany,0,"SQL, Python, Hadoop, Computer Vision, GCP",Associate,2,Media,9.2,Quantum Computing Inc
Machine Learning Engineer,28499,USD,28499,MI,CT,India,S,Brazil,0,"Tableau, SQL, Scala, AWS, GCP",Master,2,Manufacturing,8.9,DeepTech Ventures
Research Scientist,69768,USD,69768,MI,PT,South Korea,L,Mexico,0,"Kubernetes, Docker, AWS, SQL, Python",Bachelor,3,Automotive,7.0,Predictive Systems
Research Scientist,71036,AUD,95899,MI,FT,Australia,S,Australia,100,"Azure, Scala, MLOps, Computer Vision, Data Visualization",PhD,4,Real Estate,7.4,Advanced Robotics
Data Scientist,121894,GBP,91421,SE,CT,United Kingdom,S,United Kingdom,50,"Linux, Python, Kubernetes, TensorFlow, Git",Master,7,Transportation,5.3,Cognitive Computing
AI Software Engineer,60930,EUR,51791,EN,FL,Austria,S,Austria,50,"Tableau, PyTorch, Scala, GCP",Master,0,Consulting,9.8,TechCorp Inc
Principal Data Scientist,124442,USD,124442,SE,CT,Finland,M,Finland,0,"Computer Vision, Docker, SQL, Mathematics, Hadoop",PhD,7,Consulting,8.2,Advanced Robotics
Computer Vision Engineer,88420,USD,88420,MI,CT,Sweden,L,Sweden,50,"Git, Hadoop, Java",Bachelor,2,Manufacturing,5.9,Future Systems
AI Consultant,84817,USD,84817,EN,CT,Ireland,L,Ireland,100,"Python, GCP, SQL",Bachelor,0,Telecommunications,5.3,Smart Analytics
AI Consultant,155811,SGD,202554,SE,CT,Singapore,M,Singapore,0,"Tableau, Git, SQL, Statistics",Master,6,Education,5.3,TechCorp Inc
AI Product Manager,95395,USD,95395,MI,PT,Israel,M,Japan,0,"TensorFlow, Deep Learning, Python, Computer Vision, PyTorch",Master,3,Media,8.2,DataVision Ltd
NLP Engineer,82987,EUR,70539,MI,FT,Germany,S,Germany,0,"Python, NLP, AWS, Computer Vision, R",Bachelor,2,Real Estate,5.8,Cloud AI Solutions
Data Scientist,161403,USD,161403,EX,FL,Finland,M,Finland,50,"SQL, Statistics, PyTorch, Deep Learning",PhD,15,Finance,9.8,DataVision Ltd
Robotics Engineer,151191,USD,151191,SE,FT,Denmark,S,Denmark,0,"NLP, Tableau, Scala, GCP",PhD,8,Energy,6.7,Digital Transformation LLC
Machine Learning Researcher,92075,EUR,78264,SE,CT,France,S,France,100,"GCP, Java, R",Bachelor,6,Government,7.7,Cloud AI Solutions
Autonomous Systems Engineer,43996,USD,43996,MI,FL,China,S,China,100,"Python, Azure, TensorFlow, Hadoop",Master,2,Manufacturing,7.2,DataVision Ltd
AI Research Scientist,25803,USD,25803,EN,PT,India,M,India,50,"Kubernetes, MLOps, Azure, Linux, Computer Vision",Master,0,Technology,7.1,DataVision Ltd
Machine Learning Engineer,99682,USD,99682,EN,FL,United States,L,Ukraine,0,"SQL, Scala, Git",Associate,0,Technology,5.3,AI Innovations
Autonomous Systems Engineer,108655,USD,108655,EX,PT,China,L,China,0,"PyTorch, Mathematics, Spark, Java, Hadoop",Associate,17,Gaming,7.9,Algorithmic Solutions
Machine Learning Researcher,79605,AUD,107467,MI,PT,Australia,M,Australia,50,"GCP, Tableau, Data Visualization, MLOps, Python",Master,3,Real Estate,7.0,DeepTech Ventures
AI Specialist,68143,EUR,57922,EN,PT,Netherlands,M,Australia,100,"Deep Learning, PyTorch, TensorFlow, AWS",Bachelor,0,Automotive,5.5,Future Systems
ML Ops Engineer,177618,SGD,230903,EX,PT,Singapore,S,Singapore,0,"Hadoop, SQL, NLP",Bachelor,18,Energy,8.1,Neural Networks Co
Robotics Engineer,220052,CAD,275065,EX,CT,Canada,L,Ghana,50,"Hadoop, Scala, Tableau",Master,17,Media,9.1,DeepTech Ventures
AI Software Engineer,83629,GBP,62722,MI,PT,United Kingdom,M,Denmark,100,"Python, Tableau, Deep Learning, Data Visualization, Hadoop",PhD,2,Gaming,6.2,Autonomous Tech
AI Software Engineer,162381,EUR,138024,SE,FT,Netherlands,L,Netherlands,0,"Scala, Python, GCP",Bachelor,6,Gaming,5.4,DataVision Ltd
Machine Learning Researcher,124109,USD,124109,SE,FT,Sweden,M,Sweden,0,"Python, Hadoop, Git, GCP",Bachelor,8,Transportation,5.9,Predictive Systems
AI Product Manager,59192,AUD,79909,EN,CT,Australia,M,Indonesia,0,"Linux, TensorFlow, PyTorch, Java, AWS",Associate,1,Media,6.3,Smart Analytics
AI Research Scientist,49329,USD,49329,SE,PT,India,M,India,0,"Hadoop, Tableau, Kubernetes, PyTorch, Computer Vision",Associate,7,Energy,5.9,DataVision Ltd
Autonomous Systems Engineer,76915,USD,76915,EX,FT,India,M,India,100,"Statistics, Python, TensorFlow, GCP",Associate,13,Government,5.4,Quantum Computing Inc
AI Product Manager,101027,USD,101027,EX,FT,China,M,China,100,"Java, Deep Learning, Python",Master,11,Media,8.8,Predictive Systems
Machine Learning Engineer,238301,USD,238301,EX,FT,Norway,S,Norway,100,"Linux, SQL, PyTorch, AWS, Hadoop",PhD,13,Transportation,5.7,Quantum Computing Inc
Data Scientist,143521,USD,143521,SE,PT,Ireland,L,Luxembourg,50,"SQL, Docker, Azure, MLOps",Associate,5,Retail,8.2,Neural Networks Co
AI Research Scientist,139551,JPY,15350610,SE,FL,Japan,L,Luxembourg,100,"MLOps, TensorFlow, SQL, Linux",Bachelor,7,Education,7.0,AI Innovations
Autonomous Systems Engineer,85768,EUR,72903,EN,FL,Austria,L,Austria,50,"Hadoop, Statistics, NLP, Python",Master,1,Manufacturing,9.0,Cloud AI Solutions
Data Engineer,252548,USD,252548,EX,FL,United States,L,United States,50,"Kubernetes, Python, AWS, GCP",PhD,13,Consulting,6.3,DeepTech Ventures
AI Architect,116048,EUR,98641,MI,CT,Austria,L,Austria,0,"SQL, Azure, Computer Vision, Statistics",Bachelor,4,Government,9.6,Machine Intelligence Group
Head of AI,29834,USD,29834,EN,PT,China,L,China,0,"SQL, Docker, NLP",Bachelor,0,Gaming,9.0,DataVision Ltd
Machine Learning Engineer,120609,CAD,150761,SE,FT,Canada,S,Canada,0,"Spark, PyTorch, Statistics",Bachelor,5,Energy,6.4,Algorithmic Solutions
Robotics Engineer,79431,EUR,67516,MI,PT,Austria,L,Austria,0,"R, Hadoop, Azure, Java, Docker",Master,2,Real Estate,5.6,Algorithmic Solutions
Research Scientist,194187,CAD,242734,EX,CT,Canada,S,Canada,100,"Python, Computer Vision, Spark",Master,14,Telecommunications,8.9,Machine Intelligence Group
Principal Data Scientist,177785,USD,177785,SE,FT,Denmark,S,Denmark,100,"TensorFlow, Python, Scala, Linux",Master,7,Energy,9.6,AI Innovations
Computer Vision Engineer,231560,USD,231560,EX,CT,Israel,L,Israel,100,"Spark, Git, SQL, TensorFlow, Azure",Associate,14,Media,7.6,Smart Analytics
AI Software Engineer,114280,CHF,102852,MI,FT,Switzerland,M,Switzerland,0,"Statistics, Kubernetes, Tableau, Docker, Scala",PhD,4,Healthcare,6.9,Predictive Systems
Deep Learning Engineer,75014,EUR,63762,EN,PT,Netherlands,S,Indonesia,100,"Python, Tableau, Azure",Bachelor,1,Finance,7.1,TechCorp Inc
Data Engineer,32244,USD,32244,EN,CT,India,L,India,100,"SQL, Docker, GCP, Computer Vision",Associate,0,Automotive,6.3,Cognitive Computing
Data Engineer,130809,USD,130809,SE,CT,Sweden,L,Sweden,100,"Python, Git, Kubernetes, GCP",PhD,9,Real Estate,8.1,Advanced Robotics
